,job_title,salary_usd,experience_level,employment_type,company_location,remote_ratio,required_skills,salary_currency,education_required,years_experience,company_name
11631,AI Architect,79223,EN,PT,United States,0,"TensorFlow, Tableau, Git",USD,Associate,1,AI Innovations
11632,Deep Learning Engineer,50865,EN,FT,India,0,"Git, MLOps, Docker, SQL, GCP",USD,PhD,0,Algorithmic Solutions
11633,AI Architect,70416,EN,FL,Sweden,0,"MLOps, Scala, Statistics",USD,Master,0,DataVision Ltd
11634,Head of AI,161486,SE,CT,Denmark,100,"Mathematics, TensorFlow, Scala, SQL",USD,PhD,8,DeepTech Ventures
11635,AI Specialist,190145,EX,PT,Ireland,0,"Spark, Python, Hadoop, Tableau",USD,Associate,11,TechCorp Inc
11636,Principal Data Scientist,139449,SE,CT,Germany,0,"AWS, Linux, MLOps, Tableau, Statistics",EUR,Associate,9,Predictive Systems
11637,Robotics Engineer,72875,EN,CT,Germany,0,"Python, TensorFlow, Spark",EUR,Bachelor,0,Neural Networks Co
11638,Autonomous Systems Engineer,66533,MI,FL,India,0,"Hadoop, NLP, SQL, MLOps, Deep Learning",USD,Bachelor,4,Algorithmic Solutions
11639,AI Specialist,131446,SE,CT,United Kingdom,100,"Git, R, Hadoop, Tableau",GBP,Bachelor,5,Neural Networks Co
11640,AI Consultant,144466,MI,CT,Norway,100,"MLOps, NLP, Statistics, PyTorch, SQL",USD,Bachelor,3,Autonomous Tech
11641,Computer Vision Engineer,91617,SE,PT,South Korea,100,"Kubernetes, Computer Vision, Data Visualization, SQL, PyTorch",USD,Bachelor,6,Neural Networks Co
11642,Machine Learning Researcher,231841,EX,PT,Norway,100,"Scala, GCP, Docker, R, Data Visualization",USD,Associate,15,Cloud AI Solutions
11643,Deep Learning Engineer,139141,EX,FL,France,0,"Scala, Linux, R, Deep Learning, Docker",EUR,Master,11,Future Systems
11644,Autonomous Systems Engineer,139883,EX,PT,Finland,0,"MLOps, Data Visualization, SQL, PyTorch",USD,PhD,17,Predictive Systems
11645,Machine Learning Researcher,93160,SE,PT,Ireland,0,"Python, TensorFlow, Data Visualization, GCP, Git",USD,Master,7,Future Systems
11646,Head of AI,113082,MI,CT,Germany,0,"MLOps, TensorFlow, Docker, Spark",EUR,Master,2,Quantum Computing Inc
11647,AI Research Scientist,65948,MI,FL,Austria,50,"AWS, Statistics, PyTorch, Scala, Hadoop",USD,Master,2,TechCorp Inc
11648,ML Ops Engineer,146649,EX,PT,Netherlands,0,"Azure, Linux, PyTorch, NLP",EUR,Master,10,Predictive Systems
11649,Robotics Engineer,63123,MI,FT,Austria,0,"GCP, Mathematics, PyTorch, Computer Vision, Azure",USD,Associate,3,Future Systems
11650,AI Consultant,121289,SE,FL,Australia,0,"Deep Learning, SQL, Git",USD,PhD,7,Cloud AI Solutions
11651,Computer Vision Engineer,137489,SE,FL,Singapore,100,"TensorFlow, Python, MLOps, NLP",USD,Associate,9,Predictive Systems
11652,Head of AI,69991,SE,FL,India,50,"Tableau, Java, R, Git",USD,PhD,6,Machine Intelligence Group
11653,Robotics Engineer,120170,MI,PT,Germany,0,"AWS, Python, NLP",EUR,Bachelor,3,Smart Analytics
11654,AI Product Manager,118452,EX,FT,Ireland,50,"Python, Java, Git",USD,Associate,18,Cloud AI Solutions
11655,Research Scientist,172309,EX,CT,Singapore,100,"Java, R, Git, Spark",USD,Bachelor,14,Neural Networks Co
11656,AI Research Scientist,59052,EN,PT,Netherlands,50,"PyTorch, Git, Statistics",EUR,Bachelor,1,Algorithmic Solutions
11657,Data Analyst,100317,EX,PT,China,100,"Mathematics, R, Python, AWS",USD,PhD,17,Advanced Robotics
11658,Data Analyst,102621,SE,PT,United Kingdom,50,"Python, Tableau, Java, NLP",GBP,Bachelor,9,DeepTech Ventures
11659,AI Consultant,123873,MI,PT,Norway,0,"Kubernetes, PyTorch, Deep Learning, GCP, Scala",USD,Associate,3,Machine Intelligence Group
11660,AI Product Manager,95633,EX,FL,India,50,"Hadoop, Linux, TensorFlow, Python, AWS",USD,Master,18,Machine Intelligence Group
11661,Principal Data Scientist,103214,MI,PT,Netherlands,0,"AWS, Spark, GCP, Tableau, Statistics",EUR,Bachelor,3,Quantum Computing Inc
11662,Data Engineer,105967,SE,FL,Israel,50,"Docker, Tableau, Java",USD,PhD,8,DeepTech Ventures
11663,AI Software Engineer,115494,SE,FL,United States,50,"Scala, Java, AWS, Data Visualization, Mathematics",USD,Associate,9,Autonomous Tech
11664,AI Product Manager,107209,MI,FL,Singapore,50,"Mathematics, PyTorch, MLOps",USD,Associate,4,Digital Transformation LLC
11665,Machine Learning Researcher,68985,MI,FT,Japan,50,"Git, SQL, Kubernetes",USD,Master,2,DeepTech Ventures
11666,Computer Vision Engineer,79910,EN,PT,United States,50,"Docker, Scala, Statistics",USD,PhD,1,TechCorp Inc
11667,Data Scientist,97481,SE,CT,Austria,50,"Java, R, Data Visualization",USD,Master,7,Cognitive Computing
11668,AI Product Manager,119416,EX,FT,Ireland,0,"Deep Learning, Linux, Hadoop, Python",USD,PhD,13,Advanced Robotics
11669,Computer Vision Engineer,67480,SE,FT,Finland,100,"NLP, Scala, Statistics, Java",USD,PhD,8,AI Innovations
11670,Research Scientist,38141,EN,PT,Ireland,0,"Statistics, AWS, Deep Learning, PyTorch, MLOps",USD,Bachelor,0,Predictive Systems
11671,Data Scientist,152407,EX,CT,Sweden,100,"Data Visualization, Python, Kubernetes",USD,Bachelor,19,Quantum Computing Inc
11672,Autonomous Systems Engineer,65919,EN,FT,United Kingdom,0,"Docker, Spark, NLP",GBP,Bachelor,0,Digital Transformation LLC
11673,ML Ops Engineer,56101,EN,FT,Finland,50,"Azure, Spark, SQL, Scala",USD,PhD,1,TechCorp Inc
11674,AI Research Scientist,151220,SE,FT,United Kingdom,100,"Python, TensorFlow, R, GCP, Java",GBP,PhD,7,DataVision Ltd
11675,Deep Learning Engineer,108844,MI,PT,Germany,50,"Scala, Linux, Tableau, Data Visualization, Hadoop",EUR,Master,4,Advanced Robotics
11676,AI Specialist,70611,MI,FT,Sweden,0,"Tableau, Data Visualization, PyTorch",USD,PhD,4,Predictive Systems
11677,Data Analyst,102652,MI,PT,Australia,0,"SQL, Spark, NLP, Data Visualization",USD,Bachelor,4,Cloud AI Solutions
11678,AI Consultant,60269,EN,FL,China,0,"R, Tableau, Kubernetes, SQL",USD,PhD,0,Machine Intelligence Group
11679,Data Engineer,110071,EX,CT,Finland,100,"Linux, Hadoop, Data Visualization, Mathematics",USD,Associate,15,Neural Networks Co
11680,Research Scientist,128358,SE,FL,Netherlands,0,"Tableau, Python, TensorFlow, MLOps",EUR,PhD,6,Quantum Computing Inc
11681,Principal Data Scientist,65040,EN,FL,United Kingdom,0,"Azure, Tableau, Mathematics",GBP,Master,1,TechCorp Inc
11682,Principal Data Scientist,98770,SE,FT,Israel,100,"Python, Deep Learning, Computer Vision, NLP, Kubernetes",USD,Bachelor,7,Predictive Systems
11683,Research Scientist,79541,MI,CT,Netherlands,50,"AWS, Python, Computer Vision",EUR,PhD,3,Quantum Computing Inc
11684,Robotics Engineer,54380,EN,FT,Israel,50,"Python, PyTorch, MLOps, Deep Learning",USD,PhD,0,Smart Analytics
11685,Data Scientist,69141,MI,FL,Austria,100,"Scala, Java, Python, Statistics",USD,PhD,2,AI Innovations
11686,AI Research Scientist,64403,EN,FL,Sweden,100,"Python, Computer Vision, Tableau, TensorFlow, Statistics",USD,Associate,1,Cognitive Computing
11687,AI Product Manager,131073,MI,PT,Singapore,0,"Statistics, Tableau, AWS, Git",USD,Associate,3,Quantum Computing Inc
11688,AI Architect,108426,SE,FL,France,0,"R, Linux, Mathematics, SQL, Git",EUR,PhD,5,Smart Analytics
11689,Computer Vision Engineer,145329,SE,CT,Germany,100,"Git, Java, Hadoop, Scala, GCP",EUR,Bachelor,9,Cloud AI Solutions
11690,Computer Vision Engineer,72765,EN,CT,Switzerland,50,"Azure, Scala, GCP",USD,Associate,1,Advanced Robotics
11691,NLP Engineer,98833,SE,FL,Canada,100,"Hadoop, Kubernetes, MLOps, Python",USD,Master,7,Digital Transformation LLC
11692,Data Engineer,78907,SE,FT,India,100,"Tableau, GCP, Linux, Mathematics, Data Visualization",USD,PhD,8,Algorithmic Solutions
11693,AI Consultant,141740,MI,FT,Denmark,100,"Linux, Deep Learning, NLP, Computer Vision, R",USD,Bachelor,4,Future Systems
11694,AI Product Manager,236130,EX,FT,Denmark,50,"Kubernetes, Deep Learning, Azure, GCP, TensorFlow",USD,Master,10,AI Innovations
11695,Machine Learning Researcher,78304,MI,CT,China,100,"Computer Vision, R, Data Visualization",USD,PhD,3,Advanced Robotics
11696,AI Specialist,54878,EN,PT,Germany,0,"SQL, TensorFlow, GCP",EUR,Master,0,Smart Analytics
11697,AI Architect,102344,MI,CT,Singapore,0,"Python, Hadoop, Java, PyTorch",USD,PhD,3,Future Systems
11698,Machine Learning Researcher,132419,SE,CT,Switzerland,0,"Hadoop, Tableau, Scala, Data Visualization",USD,PhD,6,Digital Transformation LLC
11699,Principal Data Scientist,94395,EN,FT,Norway,50,"R, SQL, Azure, Linux, Hadoop",USD,PhD,1,Neural Networks Co
11700,NLP Engineer,70342,MI,PT,United Kingdom,0,"Deep Learning, NLP, PyTorch",GBP,Associate,3,Cloud AI Solutions
11701,ML Ops Engineer,107295,MI,CT,Singapore,50,"MLOps, Spark, Python",USD,Associate,4,Smart Analytics
11702,Data Analyst,136359,SE,FL,Germany,100,"AWS, SQL, Java",EUR,Bachelor,7,Neural Networks Co
11703,Autonomous Systems Engineer,62144,EN,FT,Singapore,100,"Python, Hadoop, SQL, Spark",USD,Bachelor,0,DataVision Ltd
11704,NLP Engineer,164608,SE,CT,Denmark,50,"Docker, Tableau, SQL, PyTorch, NLP",USD,Bachelor,5,Neural Networks Co
11705,Principal Data Scientist,103655,EN,FT,Switzerland,0,"Spark, AWS, Tableau, Data Visualization",USD,Master,0,DeepTech Ventures
11706,Data Engineer,189050,SE,CT,United States,100,"Scala, TensorFlow, Linux, Azure, Mathematics",USD,Associate,6,Autonomous Tech
11707,ML Ops Engineer,101521,MI,FT,France,50,"Kubernetes, Git, Azure",EUR,Master,2,TechCorp Inc
11708,Data Engineer,216995,SE,PT,Denmark,0,"NLP, Deep Learning, Computer Vision",USD,Bachelor,9,Digital Transformation LLC
11709,Data Engineer,80555,MI,PT,South Korea,100,"TensorFlow, Kubernetes, Computer Vision",USD,Bachelor,2,Smart Analytics
11710,AI Software Engineer,75683,SE,FT,China,50,"Git, Kubernetes, PyTorch",USD,Master,6,Advanced Robotics
11711,Data Scientist,80038,MI,FL,Canada,50,"Kubernetes, PyTorch, Docker, Tableau, TensorFlow",USD,Bachelor,3,Smart Analytics
11712,Autonomous Systems Engineer,226253,SE,FT,Norway,50,"Scala, Data Visualization, Azure, Deep Learning",USD,Associate,6,Quantum Computing Inc
11713,AI Research Scientist,52942,EN,CT,Sweden,50,"Python, Git, Kubernetes, Deep Learning",USD,Associate,1,AI Innovations
11714,Data Analyst,126729,EX,PT,Israel,100,"Hadoop, NLP, PyTorch",USD,PhD,12,Quantum Computing Inc
11715,ML Ops Engineer,161370,EX,FL,Israel,0,"R, Java, GCP, Data Visualization, SQL",USD,PhD,10,Cloud AI Solutions
11716,Deep Learning Engineer,68304,SE,FL,India,50,"GCP, Scala, Kubernetes, Mathematics",USD,Bachelor,7,Advanced Robotics
11717,AI Product Manager,108308,EN,PT,United States,100,"Python, Docker, MLOps, TensorFlow",USD,Bachelor,1,Machine Intelligence Group
11718,ML Ops Engineer,59600,EN,CT,United States,0,"PyTorch, Statistics, Python",USD,PhD,0,Predictive Systems
11719,Autonomous Systems Engineer,66768,MI,CT,Germany,100,"AWS, PyTorch, SQL",EUR,PhD,4,Advanced Robotics
11720,Principal Data Scientist,120492,SE,CT,Israel,0,"Hadoop, Git, Kubernetes, GCP, Docker",USD,Master,6,Smart Analytics
11721,Data Analyst,167449,SE,CT,United Kingdom,50,"Python, Computer Vision, TensorFlow, GCP, Statistics",GBP,Bachelor,5,Advanced Robotics
11722,Data Scientist,150756,EX,CT,Netherlands,0,"MLOps, TensorFlow, AWS, Mathematics, Spark",EUR,Master,14,Predictive Systems
11723,Machine Learning Researcher,179443,EX,FT,South Korea,0,"Kubernetes, Spark, AWS",USD,Master,10,DeepTech Ventures
11724,Principal Data Scientist,134383,SE,CT,Norway,0,"Deep Learning, SQL, R",USD,Associate,9,DataVision Ltd
11725,Data Analyst,208515,EX,FL,Germany,100,"SQL, Python, Scala, PyTorch",EUR,PhD,13,Future Systems
11726,AI Architect,282911,EX,CT,Switzerland,50,"Linux, AWS, Scala",USD,PhD,15,TechCorp Inc
11727,Computer Vision Engineer,72033,EN,CT,Australia,50,"Tableau, SQL, Python, Azure, NLP",USD,PhD,0,Advanced Robotics
11728,Autonomous Systems Engineer,118301,MI,FL,Norway,0,"AWS, Azure, Java, Statistics",USD,Bachelor,3,Cloud AI Solutions
11729,Computer Vision Engineer,123399,SE,FT,Ireland,100,"Docker, Deep Learning, Linux, Kubernetes",USD,Associate,6,Digital Transformation LLC
11730,Data Analyst,142932,EX,CT,China,50,"Linux, Scala, MLOps, Java, Spark",USD,Bachelor,15,Cognitive Computing
11731,AI Consultant,138262,SE,CT,Sweden,0,"Python, AWS, TensorFlow, Hadoop, Spark",USD,PhD,6,Future Systems
11732,Research Scientist,58474,EN,FL,Austria,0,"Kubernetes, R, Tableau",USD,PhD,0,Cognitive Computing
11733,Robotics Engineer,163307,SE,CT,Switzerland,100,"Git, Scala, TensorFlow, Deep Learning",USD,Associate,8,Quantum Computing Inc
11734,ML Ops Engineer,93845,EN,PT,Netherlands,50,"Python, Hadoop, Mathematics",EUR,Bachelor,0,TechCorp Inc
11735,Robotics Engineer,189602,EX,CT,Switzerland,50,"Hadoop, Data Visualization, Git, Azure",USD,Master,19,Predictive Systems
11736,Data Analyst,105365,MI,CT,Denmark,0,"Python, Kubernetes, Hadoop, Linux",USD,Bachelor,4,Cloud AI Solutions
11737,Autonomous Systems Engineer,78053,SE,FL,India,50,"Kubernetes, Scala, Spark, Azure",USD,Associate,9,AI Innovations
11738,AI Architect,162244,SE,PT,Singapore,0,"NLP, Python, Git, Computer Vision, Java",USD,PhD,7,Cognitive Computing
11739,Robotics Engineer,141788,EX,CT,Ireland,0,"MLOps, Data Visualization, Kubernetes, PyTorch",USD,Bachelor,17,Advanced Robotics
11740,Robotics Engineer,58926,EN,CT,China,100,"Deep Learning, SQL, GCP, Mathematics",USD,Bachelor,0,Future Systems
11741,AI Software Engineer,70787,MI,CT,Japan,100,"Kubernetes, Deep Learning, Java, Statistics, Linux",USD,Associate,4,DataVision Ltd
11742,Machine Learning Researcher,110184,SE,PT,Austria,100,"Python, Kubernetes, SQL, TensorFlow",USD,Associate,6,Algorithmic Solutions
11743,AI Architect,254715,EX,PT,Switzerland,0,"Kubernetes, Python, SQL, Hadoop",USD,Bachelor,13,Advanced Robotics
11744,ML Ops Engineer,85416,EN,CT,France,50,"Hadoop, Git, Tableau, NLP",EUR,Associate,1,Machine Intelligence Group
11745,Machine Learning Researcher,113947,SE,FL,Sweden,0,"Git, Kubernetes, Python, TensorFlow",USD,Associate,8,Future Systems
11746,NLP Engineer,109662,EX,CT,Finland,100,"Docker, Kubernetes, GCP, Linux, Python",USD,Associate,19,Digital Transformation LLC
11747,AI Software Engineer,193938,EX,PT,Finland,0,"R, Docker, GCP",USD,Master,13,Cloud AI Solutions
11748,Deep Learning Engineer,132670,EX,PT,Austria,50,"R, Kubernetes, Git, Statistics, Data Visualization",USD,PhD,14,Future Systems
11749,AI Specialist,280211,EX,CT,Denmark,50,"Git, Data Visualization, Hadoop",USD,Master,19,Cognitive Computing
11750,AI Consultant,115037,MI,PT,Singapore,100,"Scala, Mathematics, Deep Learning, GCP, Docker",USD,Master,4,Smart Analytics
11751,NLP Engineer,210065,EX,FL,Denmark,100,"Kubernetes, Spark, Scala",USD,Associate,11,Smart Analytics
11752,AI Specialist,66697,MI,FL,Sweden,100,"SQL, Statistics, TensorFlow, Scala, Linux",USD,PhD,4,Advanced Robotics
11753,AI Research Scientist,132646,EX,PT,Finland,100,"Python, Spark, Deep Learning, Statistics, Data Visualization",USD,Associate,14,Smart Analytics
11754,AI Software Engineer,110574,MI,CT,United States,50,"Docker, R, Computer Vision",USD,Bachelor,2,TechCorp Inc
11755,ML Ops Engineer,108052,MI,CT,Sweden,50,"Python, TensorFlow, GCP, MLOps, Scala",USD,Bachelor,4,DataVision Ltd
11756,ML Ops Engineer,84114,SE,CT,China,100,"R, Mathematics, Java",USD,Associate,5,Cloud AI Solutions
11757,Head of AI,139102,SE,CT,Switzerland,0,"Spark, PyTorch, Linux",USD,Bachelor,9,Quantum Computing Inc
11758,Machine Learning Engineer,108198,MI,FT,United Kingdom,0,"Linux, R, SQL",GBP,Associate,2,DeepTech Ventures
11759,AI Consultant,153758,EX,FL,Germany,0,"Docker, Python, GCP, MLOps",EUR,PhD,11,Advanced Robotics
11760,Data Scientist,154015,EX,FL,India,0,"Python, Mathematics, R",USD,PhD,12,Neural Networks Co
11761,AI Product Manager,226629,SE,FL,Denmark,0,"Linux, Kubernetes, GCP, Hadoop",USD,Master,6,Machine Intelligence Group
11762,Autonomous Systems Engineer,147429,SE,PT,Canada,100,"PyTorch, Git, Hadoop, Tableau, TensorFlow",USD,Bachelor,9,Digital Transformation LLC
11763,ML Ops Engineer,161881,EX,FL,Finland,0,"SQL, Git, NLP",USD,PhD,15,Smart Analytics
11764,AI Research Scientist,198338,SE,FL,Switzerland,0,"Linux, Git, Tableau, Python",USD,Master,9,Smart Analytics
11765,Head of AI,133780,SE,FL,Australia,100,"R, Mathematics, Computer Vision, Azure, Python",USD,Associate,8,Quantum Computing Inc
11766,Robotics Engineer,239616,EX,CT,United Kingdom,100,"Mathematics, Java, PyTorch, Git, Docker",GBP,Associate,15,Machine Intelligence Group
11767,Data Engineer,75816,EN,CT,United States,100,"Git, Hadoop, Linux",USD,Associate,1,DataVision Ltd
11768,Data Analyst,100429,SE,PT,Israel,50,"PyTorch, Docker, AWS, Python",USD,PhD,6,Cloud AI Solutions
11769,Data Scientist,106255,MI,CT,Netherlands,50,"Scala, Hadoop, Data Visualization",EUR,PhD,4,Digital Transformation LLC
11770,Data Analyst,54381,EN,FT,India,50,"PyTorch, NLP, SQL",USD,PhD,1,Cognitive Computing
11771,AI Research Scientist,74125,MI,FT,United Kingdom,0,"Docker, Python, Computer Vision",GBP,PhD,2,Autonomous Tech
11772,Research Scientist,84065,MI,FL,Sweden,50,"SQL, PyTorch, Java, Spark",USD,Associate,4,Digital Transformation LLC
11773,Robotics Engineer,94718,SE,CT,South Korea,100,"Hadoop, SQL, Kubernetes, GCP, Spark",USD,Master,8,DeepTech Ventures
11774,Principal Data Scientist,92409,MI,CT,Singapore,0,"Python, TensorFlow, PyTorch",USD,Bachelor,3,DeepTech Ventures
11775,Principal Data Scientist,104321,MI,PT,France,0,"Docker, Hadoop, Mathematics, Python",EUR,Master,3,Smart Analytics
11776,Computer Vision Engineer,73651,EN,FL,Germany,100,"Kubernetes, SQL, Computer Vision, Azure, Spark",EUR,Bachelor,0,AI Innovations
11777,AI Architect,130248,EX,CT,India,50,"Tableau, Git, SQL",USD,PhD,16,Quantum Computing Inc
11778,AI Research Scientist,233971,EX,PT,France,100,"Mathematics, Kubernetes, SQL",EUR,Bachelor,13,Machine Intelligence Group
11779,Data Analyst,195152,EX,PT,Germany,50,"Computer Vision, Data Visualization, Python, Statistics, GCP",EUR,Associate,14,Quantum Computing Inc
11780,AI Product Manager,88819,EN,PT,Denmark,100,"R, Docker, Statistics",USD,Associate,0,Machine Intelligence Group
11781,Principal Data Scientist,96319,MI,PT,Denmark,50,"NLP, Linux, Scala",USD,Bachelor,3,Autonomous Tech
11782,NLP Engineer,261291,EX,PT,Canada,100,"Git, Azure, Python, SQL, Deep Learning",USD,Bachelor,12,Neural Networks Co
11783,Robotics Engineer,179314,SE,FL,Norway,50,"Azure, Docker, Tableau, GCP",USD,PhD,7,DataVision Ltd
11784,AI Research Scientist,65103,EN,FL,Singapore,100,"PyTorch, Linux, Spark",USD,PhD,1,DeepTech Ventures
11785,Deep Learning Engineer,137128,SE,FT,Singapore,0,"Spark, NLP, SQL, Hadoop, Python",USD,Bachelor,7,Cloud AI Solutions
11786,Autonomous Systems Engineer,56068,EN,FL,Ireland,0,"SQL, Python, Spark, Azure",USD,Associate,0,Algorithmic Solutions
11787,AI Research Scientist,72021,SE,PT,South Korea,50,"Scala, Java, SQL, Mathematics",USD,Bachelor,7,Algorithmic Solutions
11788,NLP Engineer,137594,SE,FT,United Kingdom,50,"Java, GCP, Computer Vision, SQL",GBP,Bachelor,5,Machine Intelligence Group
11789,Data Scientist,233248,EX,PT,Netherlands,0,"Python, MLOps, TensorFlow",EUR,Master,19,Quantum Computing Inc
11790,Principal Data Scientist,88479,MI,CT,Netherlands,50,"Linux, Scala, NLP, MLOps, Hadoop",EUR,PhD,2,Algorithmic Solutions
11791,AI Research Scientist,58829,EN,FT,Sweden,50,"AWS, Git, Mathematics",USD,PhD,1,Algorithmic Solutions
11792,AI Software Engineer,73943,EN,FT,Canada,0,"SQL, Data Visualization, PyTorch, GCP, Docker",USD,PhD,0,Machine Intelligence Group
11793,Deep Learning Engineer,141751,SE,PT,United States,100,"GCP, Data Visualization, Hadoop, Mathematics",USD,Associate,9,Cognitive Computing
11794,NLP Engineer,58018,EN,CT,South Korea,50,"Kubernetes, Scala, Linux, R",USD,Associate,0,Neural Networks Co
11795,Machine Learning Researcher,60365,MI,FL,India,100,"Statistics, Scala, MLOps, Mathematics",USD,Master,4,Predictive Systems
11796,AI Research Scientist,131145,SE,FL,United Kingdom,0,"Scala, PyTorch, Azure",GBP,Master,7,Advanced Robotics
11797,Robotics Engineer,47649,MI,CT,India,50,"TensorFlow, R, NLP, Data Visualization",USD,PhD,4,Autonomous Tech
11798,AI Consultant,187729,SE,CT,United States,100,"NLP, Mathematics, Data Visualization, Azure",USD,Bachelor,6,Quantum Computing Inc
11799,AI Software Engineer,256792,EX,FT,France,100,"Git, Linux, Java, TensorFlow",EUR,Bachelor,14,Predictive Systems
11800,Computer Vision Engineer,71731,SE,CT,South Korea,0,"Computer Vision, GCP, Python, TensorFlow",USD,Master,6,Future Systems
11801,AI Consultant,271385,EX,PT,Denmark,50,"NLP, MLOps, Hadoop",USD,PhD,11,TechCorp Inc
11802,AI Software Engineer,71085,EN,CT,Australia,100,"Tableau, Deep Learning, SQL, Git",USD,Bachelor,0,Smart Analytics
11803,Head of AI,112409,SE,CT,Germany,0,"Kubernetes, Python, Tableau",EUR,Bachelor,6,Algorithmic Solutions
11804,Machine Learning Researcher,73944,MI,FL,Australia,0,"Docker, Python, SQL, NLP",USD,Bachelor,2,Cognitive Computing
11805,Research Scientist,59107,EN,FL,Germany,50,"Scala, Python, Kubernetes",EUR,Associate,1,AI Innovations
11806,Research Scientist,257606,EX,FT,United States,0,"AWS, R, MLOps, Mathematics",USD,Master,11,Autonomous Tech
11807,Machine Learning Engineer,78899,MI,PT,Netherlands,0,"Azure, PyTorch, SQL",EUR,Associate,4,Future Systems
11808,Robotics Engineer,45629,EN,PT,Finland,100,"Mathematics, Python, Tableau, SQL",USD,Bachelor,1,Algorithmic Solutions
11809,Head of AI,90705,MI,FT,Netherlands,50,"Statistics, TensorFlow, Kubernetes, Azure",EUR,Bachelor,2,TechCorp Inc
11810,ML Ops Engineer,89670,EN,FT,Norway,100,"NLP, MLOps, Deep Learning, PyTorch",USD,Bachelor,0,Quantum Computing Inc
11811,Principal Data Scientist,51738,EN,FL,Austria,100,"TensorFlow, PyTorch, Deep Learning",USD,PhD,0,Future Systems
11812,AI Specialist,63305,MI,PT,Finland,100,"TensorFlow, Hadoop, Azure, Computer Vision, NLP",USD,Bachelor,4,Quantum Computing Inc
11813,ML Ops Engineer,174496,SE,CT,Germany,100,"Statistics, Linux, Data Visualization, Hadoop",EUR,Master,7,Digital Transformation LLC
11814,AI Research Scientist,115814,MI,FT,United States,0,"Spark, Hadoop, Kubernetes, PyTorch",USD,Associate,3,Cognitive Computing
11815,Research Scientist,93313,MI,FL,Sweden,0,"Statistics, Java, Kubernetes",USD,Associate,3,Neural Networks Co
11816,Machine Learning Researcher,102788,EX,PT,Israel,100,"Mathematics, AWS, PyTorch, Statistics, Deep Learning",USD,PhD,16,Smart Analytics
11817,Data Analyst,90226,SE,FL,France,50,"MLOps, Linux, Python",EUR,Bachelor,6,Cognitive Computing
11818,AI Consultant,58643,EN,FT,Germany,0,"Hadoop, TensorFlow, Scala",EUR,Bachelor,0,Future Systems
11819,Machine Learning Researcher,68886,MI,CT,South Korea,50,"GCP, TensorFlow, R, Linux",USD,Associate,4,AI Innovations
11820,Data Engineer,108004,EN,CT,Norway,50,"GCP, Python, Git, Azure",USD,Associate,1,Predictive Systems
11821,Data Scientist,140247,EX,PT,Germany,0,"SQL, PyTorch, Data Visualization",EUR,PhD,10,Cloud AI Solutions
11822,Computer Vision Engineer,184913,SE,FL,Switzerland,100,"Computer Vision, GCP, Spark",USD,Bachelor,8,DataVision Ltd
11823,ML Ops Engineer,221380,EX,FL,Sweden,0,"Docker, Deep Learning, Python",USD,Master,10,DataVision Ltd
11824,Principal Data Scientist,51059,MI,PT,Ireland,50,"Java, Mathematics, Python, Scala, Linux",USD,Master,4,Algorithmic Solutions
11825,Data Engineer,120391,SE,FL,France,50,"PyTorch, AWS, TensorFlow",EUR,Bachelor,5,Future Systems
11826,Principal Data Scientist,68341,EN,CT,Sweden,100,"Docker, Azure, Python, Kubernetes",USD,Associate,0,Quantum Computing Inc
11827,Machine Learning Engineer,87587,MI,FL,Germany,0,"Azure, Linux, Python, Java",EUR,PhD,4,Quantum Computing Inc
11828,Data Engineer,162221,EX,FL,India,50,"Java, Hadoop, Mathematics",USD,Associate,16,DeepTech Ventures
11829,Data Scientist,99642,MI,FT,Netherlands,0,"Python, Hadoop, Java, AWS",EUR,Master,3,Machine Intelligence Group
11830,Data Analyst,118506,SE,FL,Israel,0,"Azure, Python, Data Visualization",USD,Master,8,Advanced Robotics
11831,Machine Learning Engineer,168885,EX,FL,Canada,50,"Computer Vision, SQL, PyTorch",USD,Master,14,Future Systems
11832,AI Consultant,117926,SE,CT,Australia,50,"MLOps, Tableau, SQL",USD,Associate,7,AI Innovations
11833,AI Specialist,71011,SE,FL,India,100,"R, Hadoop, Mathematics, AWS, MLOps",USD,Master,7,DataVision Ltd
11834,Research Scientist,135374,SE,FL,Singapore,0,"Java, Spark, Data Visualization, TensorFlow",USD,Bachelor,8,Quantum Computing Inc
11835,Deep Learning Engineer,82801,EN,CT,United Kingdom,0,"Python, Kubernetes, Docker",GBP,Bachelor,1,Quantum Computing Inc
11836,Data Analyst,105740,EN,FL,Switzerland,100,"Statistics, R, MLOps, Java, Git",USD,Associate,0,Future Systems
11837,AI Product Manager,132477,SE,PT,Netherlands,50,"Java, PyTorch, TensorFlow, Computer Vision, Git",EUR,Master,5,Machine Intelligence Group
11838,Principal Data Scientist,93459,SE,PT,India,100,"SQL, Git, Data Visualization, PyTorch",USD,PhD,6,Predictive Systems
11839,Head of AI,101090,SE,CT,United Kingdom,0,"Java, Azure, Tableau, MLOps",GBP,Associate,5,Predictive Systems
11840,Head of AI,131274,MI,FT,Singapore,0,"Java, PyTorch, Deep Learning, Azure, TensorFlow",USD,PhD,3,DataVision Ltd
11841,Research Scientist,318589,EX,FT,Denmark,50,"Python, SQL, PyTorch, Azure, Linux",USD,Associate,19,Cognitive Computing
11842,Computer Vision Engineer,119370,SE,FT,Netherlands,50,"GCP, Python, Scala, Docker",EUR,Associate,5,Quantum Computing Inc
